ID,Age,Education,Relationship Status,Income,Days as Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Spent,Spent_Weighted,Children,Family_Size,Is_Parent
2975,38,Graduation,Not Alone,85606.0,594,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,1956,7953,1,3,1
2894,29,Graduation,Alone,72903.0,243,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,2013,7361,0,1,0
7613,40,2n Cycle,Not Alone,49669.0,36,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,326,1272,1,3,1
10542,46,PhD,Not Alone,36778.0,693,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,77,301,2,4,1
8015,52,PhD,Alone,85696.0,422,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1313,4729,0,1,0
10617,25,Master,Alone,10979.0,38,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,30,114,0,1,0
11166,53,Graduation,Not Alone,49678.0,512,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,315,1108,1,3,1
849,61,Master,Not Alone,56129.0,374,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,660,2261,1,3,1
523,25,Graduation,Not Alone,37155.0,514,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,74,275,1,3,1
4066,36,2n Cycle,Alone,21282.0,49,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,46,200,1,2,1
8414,52,PhD,Alone,33419.0,316,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,86,336,1,2,1
819,69,Graduation,Alone,63285.0,236,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,1103,3973,0,1,0
4961,40,Master,Not Alone,21255.0,159,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,61,242,1,3,1
749,33,Graduation,Not Alone,42162.0,222,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,145,618,1,3,1
5430,58,Graduation,Not Alone,54450.0,653,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,684,2479,2,4,1
7755,60,PhD,Not Alone,57744.0,229,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,411,1362,1,3,1
10525,28,Graduation,Alone,26576.0,624,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,27,124,1,2,1
1453,71,PhD,Alone,57513.0,358,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,1060,3588,0,1,0
8310,50,Graduation,Not Alone,68142.0,669,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,1459,4607,1,3,1
10710,35,Graduation,Not Alone,7500.0,669,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,18,74,1,3,1
5031,40,Graduation,Not Alone,83145.0,645,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1833,7135,0,2,0
2613,54,Master,Not Alone,54197.0,87,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,237,805,1,3,1
213,51,PhD,Alone,23091.0,32,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,48,172,2,3,1
967,38,Graduation,Not Alone,46049.0,343,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,515,1813,2,4,1
1077,40,Graduation,Not Alone,56715.0,571,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,1020,3420,0,2,0
7959,53,Graduation,Not Alone,79410.0,31,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,1370,5065,0,2,0
640,63,Graduation,Not Alone,57304.0,475,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,1026,4015,1,3,1
4252,49,Graduation,Not Alone,44375.0,98,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,301,1072,1,3,1
8432,58,Graduation,Not Alone,54450.0,653,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,684,2479,2,4,1
6218,49,Graduation,Not Alone,59594.0,617,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,499,1574,1,3,1
6905,20,Graduation,Not Alone,80685.0,676,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,1004,4300,0,2,0
5922,40,PhD,Not Alone,40344.0,259,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,218,672,1,3,1
3598,42,Graduation,Not Alone,62710.0,402,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,606,1925,1,3,1
6116,46,2n Cycle,Not Alone,48985.0,359,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,75,262,1,3,1
6263,46,Graduation,Not Alone,35322.0,676,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,106,418,3,5,1
10486,66,Graduation,Not Alone,77142.0,396,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,990,3313,0,2,0
2410,45,Graduation,Alone,81657.0,158,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,1097,4309,0,1,0
193,18,Basic,Not Alone,14421.0,132,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,16,76,0,2,0
3363,40,2n Cycle,Not Alone,20130.0,104,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,34,133,0,2,0
8278,24,PhD,Not Alone,74214.0,672,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,1711,6147,0,2,0
10660,57,Master,Not Alone,66726.0,168,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,438,1511,2,4,1
8686,35,Basic,Not Alone,23724.0,537,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,75,233,1,3,1
1604,54,Master,Not Alone,47353.0,228,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,225,721,1,3,1
5907,62,Master,Not Alone,33444.0,603,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,18,76,2,4,1
10669,33,Graduation,Not Alone,54386.0,408,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,470,1612,1,3,1
2918,33,Graduation,Alone,28510.0,442,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,91,354,2,3,1
5735,23,Master,Alone,90638.0,136,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,2525,9403,0,1,0
359,64,Graduation,Not Alone,48070.0,532,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,504,1704,1,3,1
8387,57,Graduation,Not Alone,43140.0,540,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,235,880,1,3,1
1829,53,PhD,Alone,54959.0,526,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1232,3888,1,2,1
3839,56,Basic,Alone,15056.0,422,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,88,381,2,3,1
9392,43,Graduation,Alone,26954.0,52,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,17,74,1,2,1
2292,29,Graduation,Alone,22327.0,331,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,24,97,1,2,1
10466,49,Graduation,Not Alone,44393.0,311,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,60,246,2,4,1
9855,62,PhD,Alone,62000.0,308,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,1020,3322,1,2,1
4088,52,PhD,Not Alone,31497.0,570,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,155,543,1,3,1
5231,40,2n Cycle,Not Alone,45894.0,122,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,51,200,2,4,1
590,44,Master,Alone,78579.0,554,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1812,6849,0,1,0
8732,45,Master,Alone,67369.0,589,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1461,4672,1,2,1
2315,54,Graduation,Alone,58401.0,70,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,96,385,1,2,1
3515,62,Graduation,Alone,62307.0,132,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,160,556,1,2,1
2245,45,Master,Not Alone,43641.0,433,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,139,586,2,4,1
6283,46,Master,Alone,63841.0,434,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,908,3300,1,2,1
2246,49,2n Cycle,Not Alone,46891.0,301,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,183,768,1,3,1
6606,45,Master,Not Alone,70091.0,455,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,1161,3737,1,3,1
5545,42,PhD,Not Alone,78075.0,85,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,988,3705,0,2,0
7342,53,2n Cycle,Alone,59184.0,658,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,1072,3464,1,2,1
837,37,Graduation,Not Alone,54809.0,291,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,174,690,2,4,1
9500,55,Graduation,Not Alone,58113.0,520,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,758,2680,1,3,1
3602,56,Master,Not Alone,51412.0,180,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,195,678,1,3,1
234,35,Graduation,Alone,15287.0,627,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,31,145,1,2,1
2995,57,Master,Not Alone,66636.0,316,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,1084,4684,0,2,0
1118,58,Master,Not Alone,50965.0,494,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,685,2288,1,3,1
7789,49,PhD,Not Alone,84618.0,219,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,1672,6373,0,2,0
3068,24,Graduation,Not Alone,18351.0,243,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,43,130,0,2,0
8955,57,PhD,Not Alone,40451.0,133,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,49,185,2,4,1
945,49,Graduation,Not Alone,36317.0,403,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,133,483,1,3,1
5644,57,Graduation,Not Alone,42213.0,260,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,363,1192,1,3,1
7192,59,Graduation,Not Alone,65748.0,440,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,545,1794,1,3,1
2324,42,Graduation,Not Alone,77044.0,245,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,1065,3847,1,3,1
697,45,Graduation,Not Alone,74918.0,474,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,2047,8032,0,2,0
3439,42,Graduation,Not Alone,56721.0,606,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,296,1172,2,4,1
1506,39,Graduation,Alone,42160.0,366,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,140,540,2,3,1
232,49,Graduation,Alone,61559.0,347,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,530,1720,1,2,1
8876,51,PhD,Not Alone,33629.0,690,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,152,500,2,4,1
4500,23,PhD,Not Alone,68682.0,266,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,1598,6008,0,2,0
9739,51,Graduation,Alone,34377.0,526,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,114,466,1,2,1
10395,28,Basic,Alone,8940.0,676,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,101,343,1,2,1
1176,41,Graduation,Not Alone,26228.0,280,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,25,100,1,3,1
1627,57,2n Cycle,Alone,77297.0,519,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,789,2512,0,1,0
938,33,Graduation,Not Alone,40211.0,334,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,87,349,2,4,1
2740,56,PhD,Alone,33438.0,280,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,90,319,2,3,1
257,55,PhD,Not Alone,75032.0,427,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,1215,4052,1,3,1
4058,59,PhD,Alone,61284.0,260,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,811,2763,0,1,0
7736,28,Graduation,Not Alone,22518.0,615,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,61,274,1,3,1
8210,39,Master,Not Alone,54730.0,318,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,405,1408,1,3,1
833,59,Master,Not Alone,38452.0,91,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,72,250,2,4,1
6230,43,Graduation,Alone,44421.0,499,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,189,702,2,3,1
7325,28,PhD,Not Alone,38197.0,365,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,40,152,1,3,1
1307,36,Graduation,Alone,41986.0,140,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,63,236,1,2,1
1502,31,Graduation,Not Alone,28427.0,465,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,52,206,1,3,1
6211,38,PhD,Not Alone,37395.0,58,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,39,167,1,3,1
843,43,Graduation,Not Alone,64722.0,34,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,805,2933,1,3,1
4174,58,Master,Not Alone,55249.0,73,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,130,461,1,3,1
9757,42,Graduation,Not Alone,84906.0,268,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,1631,5988,0,2,0
6918,25,Graduation,Not Alone,28691.0,360,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,34,140,1,3,1
286,62,Graduation,Alone,44213.0,212,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,152,521,2,3,1
11086,30,Basic,Alone,25707.0,162,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,21,61,1,2,1
1921,47,PhD,Not Alone,59062.0,269,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,71,265,3,5,1
4138,52,Graduation,Alone,76624.0,36,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,899,2916,1,2,1
7718,67,Master,Not Alone,66000.0,70,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,711,2807,0,2,0
1291,36,PhD,Not Alone,27683.0,694,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,351,1412,1,3,1
6862,43,Graduation,Alone,1730.0,42,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,8,31,0,1,0
4136,22,Basic,Alone,7500.0,573,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,119,461,1,2,1
803,46,Graduation,Not Alone,40521.0,450,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,21,85,2,4,1
4298,41,PhD,Not Alone,20427.0,97,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,10,41,1,3,1
10833,39,Graduation,Not Alone,65106.0,36,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,973,3216,1,3,1
9606,49,PhD,Not Alone,69969.0,306,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1536,5719,0,2,0
8534,62,Graduation,Not Alone,67433.0,348,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,992,3492,2,4,1
5153,47,PhD,Not Alone,77766.0,492,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,1529,5136,1,3,1
961,42,Graduation,Not Alone,74716.0,290,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,860,3399,1,3,1
5011,51,Graduation,Alone,68118.0,254,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,928,3433,1,2,1
6653,44,PhD,Not Alone,55158.0,699,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,418,1490,2,4,1
9094,59,2n Cycle,Not Alone,62972.0,695,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,587,2421,1,3,1
810,39,Graduation,Not Alone,74190.0,48,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,641,2202,1,3,1
5493,38,Graduation,Not Alone,39356.0,102,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,23,91,2,4,1
2147,45,Graduation,Not Alone,76653.0,317,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,2279,9011,0,2,0
5107,41,PhD,Alone,35860.0,41,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,49,225,2,3,1
3979,31,PhD,Alone,90687.0,403,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,1779,6789,0,1,0
6049,32,Master,Not Alone,73450.0,206,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,1804,6272,0,2,0
8147,54,Graduation,Not Alone,31454.0,358,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,48,193,2,4,1
1857,62,Graduation,Alone,47139.0,115,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,83,340,2,3,1
3910,39,Graduation,Alone,83829.0,264,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1862,6230,0,1,0
5207,51,PhD,Not Alone,53378.0,643,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,793,3069,2,4,1
11114,44,Graduation,Not Alone,19656.0,506,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,84,356,1,3,1
5429,66,PhD,Not Alone,45579.0,313,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,183,617,1,3,1
9400,56,2n Cycle,Alone,85485.0,8,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,1383,5507,0,1,0
1740,70,Graduation,Not Alone,55956.0,83,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,999,3284,0,2,0
7488,51,Master,Alone,64191.0,523,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,825,2975,1,2,1
195,42,Graduation,Alone,38808.0,672,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,246,882,1,2,1
635,48,Master,Not Alone,57183.0,467,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,610,2165,2,4,1
7527,46,Master,Alone,23748.0,585,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,76,295,1,2,1
10319,43,Graduation,Not Alone,66303.0,488,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,1286,4210,1,3,1
2296,39,Master,Not Alone,37368.0,195,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,30,138,1,3,1
10637,50,Graduation,Not Alone,40800.0,544,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,99,359,3,5,1
2931,36,Graduation,Alone,71847.0,646,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,1192,4368,0,1,0
907,39,Graduation,Not Alone,46149.0,212,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,362,1301,1,3,1
3698,31,Graduation,Not Alone,78687.0,689,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,2130,8207,0,2,0
9516,43,2n Cycle,Alone,49118.0,680,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,1229,4415,0,1,0
679,57,PhD,Not Alone,37633.0,647,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,38,149,2,4,1
7384,63,Master,Not Alone,39767.0,343,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,485,1890,0,2,0
5043,63,Basic,Not Alone,26997.0,601,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,434,1928,0,2,0
5267,44,Graduation,Alone,33986.0,472,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,44,180,1,2,1
339,42,PhD,Not Alone,57091.0,583,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,496,1554,1,3,1
2516,45,2n Cycle,Not Alone,46831.0,386,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,78,354,2,4,1
9010,42,Master,Not Alone,83151.0,504,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,2346,9153,0,2,0
378,43,Graduation,Not Alone,52531.0,546,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,794,2814,0,2,0
4808,58,Graduation,Not Alone,15759.0,297,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,17,72,0,2,0
5068,43,Graduation,Alone,22804.0,333,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,26,94,1,2,1
7628,41,2n Cycle,Not Alone,43050.0,103,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,76,293,1,3,1
7128,37,PhD,Alone,42997.0,204,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,15,69,2,3,1
2811,51,PhD,Alone,48918.0,78,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,62,207,2,3,1
3551,60,Master,Not Alone,60033.0,92,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,198,858,1,3,1
1663,36,PhD,Not Alone,34043.0,247,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,49,204,1,3,1
5543,48,Graduation,Not Alone,57811.0,370,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,802,2870,1,3,1
1577,68,Graduation,Not Alone,78569.0,130,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1736,6611,0,2,0
10641,36,Graduation,Alone,7500.0,549,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,57,253,2,3,1
5336,43,Master,Not Alone,157733.0,390,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,59,219,1,3,1
6024,61,Graduation,Not Alone,94384.0,482,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,2302,9069,0,2,0
1878,29,2n Cycle,Not Alone,23148.0,131,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,37,148,0,2,0
3099,44,Graduation,Alone,44267.0,489,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,310,1195,2,3,1
6055,35,Graduation,Not Alone,71626.0,605,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,1305,4688,0,2,0
5841,48,Graduation,Not Alone,60894.0,366,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,832,2964,1,3,1
3972,38,Graduation,Not Alone,50200.0,452,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,401,1487,2,4,1
4394,49,PhD,Not Alone,81051.0,37,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,1501,4994,0,2,0
5758,32,Graduation,Not Alone,65169.0,166,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1189,3843,0,2,0
6658,42,Graduation,Not Alone,59868.0,342,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,1194,4294,1,3,1
4603,54,PhD,Not Alone,65695.0,149,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,656,2242,1,3,1
8427,58,Master,Alone,64857.0,583,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,1540,6365,0,1,0
10260,49,Master,Not Alone,45143.0,307,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,311,1119,1,3,1
7143,59,2n Cycle,Not Alone,74805.0,235,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,820,2544,1,3,1
8789,25,2n Cycle,Not Alone,59060.0,169,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,274,996,1,3,1
6197,52,PhD,Alone,27238.0,435,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,57,214,2,3,1
4554,49,Graduation,Not Alone,47009.0,271,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,448,1719,1,3,1
4937,41,2n Cycle,Not Alone,46094.0,19,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,44,184,2,4,1
1920,42,Graduation,Not Alone,40321.0,335,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,102,427,2,4,1
8749,30,Graduation,Not Alone,37235.0,148,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,61,255,1,3,1
1650,54,Master,Not Alone,81843.0,433,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,1643,6210,0,2,0
10377,56,Master,Not Alone,46692.0,388,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,397,1649,1,3,1
9206,46,Graduation,Not Alone,77382.0,173,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,1121,4138,1,3,1
10971,37,Graduation,Alone,37774.0,664,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,473,2150,2,3,1
6398,40,Basic,Not Alone,18393.0,92,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,50,184,1,3,1
9212,52,Master,Not Alone,72828.0,500,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,1678,6124,1,3,1
7937,32,Graduation,Not Alone,24711.0,72,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,58,234,0,2,0
839,39,PhD,Not Alone,45503.0,277,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,170,649,1,3,1
4246,32,Master,Alone,6560.0,199,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,373,1936,0,1,0
158,69,PhD,Not Alone,71604.0,224,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1196,4852,0,2,0
4832,35,Graduation,Not Alone,27244.0,114,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,101,444,1,3,1
5621,45,Graduation,Not Alone,48752.0,564,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,316,1090,2,4,1
1945,52,Graduation,Not Alone,71434.0,284,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,1400,5142,1,3,1
5147,66,Graduation,Alone,90842.0,335,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,1424,4642,0,1,0
2535,36,Master,Not Alone,88097.0,680,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,844,3591,1,3,1
11039,39,Graduation,Not Alone,51948.0,285,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,311,1139,1,3,1
9495,32,Graduation,Not Alone,71853.0,417,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,1149,4197,0,2,0
9635,31,Master,Not Alone,35876.0,70,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,129,506,0,2,0
2173,62,Graduation,Alone,40049.0,256,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,32,104,1,2,1
